name,ingredients,diet,is_vegan_friendly,course,flavor_profile,region,prep_time,cook_time,calories_per_100g,protein_g,fat_g,carbs_g,fiber_g,nutrition_source,text
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,True,dessert,sweet,West,5.0,45.0,1817.0,22.5,23.9,28.0,12.9,ifct_partial,"Mohanthal (vegetarian) dessert with Rose water, pistachio, badam, bengal gram flour, saffron, sweet flavor, West Indian cuisine"
Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,True,snack,bitter,West,15.0,30.0,807.5,13.5,2.4,25.3,7.2,ifct_composition,"Muthiya (vegetarian) snack with Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour, bitter flavor, West Indian cuisine"
Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,True,snack,spicy,West,10.0,40.0,1403.5,16.2,3.4,51.6,12.0,ifct_partial,"Patra (vegetarian) snack with Arbi ke patte, sesame seeds, gur, bengal gram flour, imli, spicy flavor, West Indian cuisine"
Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,True,main course,spicy,West,20.0,40.0,827.5,12.7,0.8,26.9,5.5,ifct_partial,"Pav Bhaji (vegetarian) main course with Pav bhaji masala, gobi, potatoes, green peas, dinner rolls, spicy flavor, West Indian cuisine"
Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",vegetarian,True,main course,spicy,West,10.0,30.0,494.8,9.1,1.0,14.7,9.5,ifct_composition,"Puri Bhaji (vegetarian) main course with Aloo, urad dal, mustard, ginger, curry leaves, spicy flavor, West Indian cuisine"
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,True,snack,spicy,West,70.0,30.0,407.8,5.1,0.6,15.0,3.8,ifct_composition,"Sabudana Khichadi (vegetarian) snack with Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili, spicy flavor, West Indian cuisine"
Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,True,main course,spicy,West,20.0,30.0,373.5,4.1,0.2,15.8,4.0,ifct_partial,"Sev khamani (vegetarian) main course with Khaman, pomegranate, sev, powdered sugar, garlic, spicy flavor, West Indian cuisine"
Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,True,main course,spicy,West,20.0,30.0,134.0,1.3,0.4,3.4,2.6,ifct_composition,"Sev tameta (vegetarian) main course with Sev, ginger, tomato, sugar, spicy flavor, West Indian cuisine"
Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",vegetarian,True,snack,spicy,West,10.0,35.0,614.6,5.1,1.1,26.7,3.0,ifct_composition,"Namakpara (vegetarian) snack with Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil, spicy flavor, West Indian cuisine"
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,False,dessert,sweet,West,10.0,20.0,1385.0,10.7,1.5,60.2,10.1,ifct_composition,"Sukhdi (vegetarian) dessert with Whole wheat flour, gur, clarified butter, sweet flavor, West Indian cuisine"
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,False,snack,spicy,West,60.0,10.0,1471.2,5.8,14.1,47.3,4.8,ifct_composition,"Surnoli (vegetarian) snack with Rice flakes, yogurt, raw rice, jaggery, grated coconut, spicy flavor, West Indian cuisine"
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,True,main course,spicy,West,25.0,30.0,992.3,6.1,1.0,44.8,6.4,ifct_composition,"Thalipeeth (vegetarian) main course with Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds, spicy flavor, West Indian cuisine"
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,True,main course,spicy,West,25.0,60.0,691.3,10.2,1.3,19.6,6.3,ifct_composition,"Undhiyu (vegetarian) main course with Sweet potato, surti papdi, baby potatoes, valor papdi, green peas, spicy flavor, West Indian cuisine"
Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,True,main course,spicy,West,20.0,30.0,1008.7,4.2,21.2,6.9,8.7,ifct_composition,"Veg Kolhapuri (vegetarian) main course with Gobi, potato, beans, khus khus, coconut, spicy flavor, West Indian cuisine"
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,False,main course,spicy,West,10.0,40.0,240.3,4.0,0.4,7.0,2.4,ifct_composition,"Vindaloo (non vegetarian) main course with Chicken, coconut oil, wine vinegar, ginger, green, cinnamon, spicy flavor, West Indian cuisine"
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,True,snack,spicy,West,30.0,6.0,897.4,11.5,1.1,33.3,6.9,ifct_composition,"Lilva Kachori (vegetarian) snack with Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour, spicy flavor, West Indian cuisine"
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,True,snack,spicy,West,,,585.0,6.5,0.5,23.8,3.7,ifct_composition,"Mag Dhokli (vegetarian) snack with Moong beans, jaggery, red chillies, oil, salt, spicy flavor, West Indian cuisine"
Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,True,snack,spicy,West,5.0,10.0,296.0,1.5,0.2,13.7,0.7,ifct_composition,"Khichu (vegetarian) snack with Rice flour, sesame seeds, baking soda, peanut oil, spicy flavor, West Indian cuisine"
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,True,snack,spicy,West,15.0,30.0,1371.7,14.0,2.9,53.7,12.2,ifct_composition,"Thepla (vegetarian) snack with Chickpea flour, methi leaves, jowar flour, wheat flour, spicy flavor, West Indian cuisine"
Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,False,snack,mild,West,,,622.6,5.2,1.0,26.9,2.8,ifct_composition,"Farsi Puri (vegetarian) snack with Semolina, clarified butter, oil, white flour, black pepper, mild flavor, West Indian cuisine"
Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,False,snack,spicy,West,10.0,20.0,854.5,10.9,2.7,28.6,7.8,ifct_composition,"Khaman (vegetarian) snack with Yogurt, fresh coconut, sesame seeds, semolina, gram flour, spicy flavor, West Indian cuisine"
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,True,main course,spicy,West,35.0,40.0,1013.0,7.4,16.4,14.2,9.3,ifct_composition,"Turiya Patra Vatana sabji (vegetarian) main course with Ridge gourd, baking soda, sugar, grated coconut, peas, spicy flavor, West Indian cuisine"
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,True,dessert,sweet,West,12.0,40.0,1389.3,10.1,2.2,60.5,10.8,ifct_composition,"Churma Ladoo (vegetarian) dessert with Whole wheat flour, khus khus, sesame seeds, dry coconut, gur, sweet flavor, West Indian cuisine"
Cheera Doi,"Rice, mango, curd",vegetarian,False,dessert,sweet,East,,,663.3,3.8,1.9,27.2,2.2,ifct_composition,"Cheera Doi (vegetarian) dessert with Rice, mango, curd, sweet flavor, East Indian cuisine"
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,True,dessert,sweet,North East,10.0,30.0,1130.5,4.9,0.7,56.4,2.6,ifct_composition,"Gheela Pitha (vegetarian) dessert with Sticky rice, rice flour, jaggery, orange rind, sweet flavor, North East Indian cuisine"
Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",vegetarian,True,main course,mild,North East,10.0,20.0,296.0,1.8,0.2,14.4,0.9,ifct_composition,"Khar (vegetarian) main course with Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds, mild flavor, North East Indian cuisine"
Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,False,main course,spicy,North East,,,727.7,7.2,3.6,24.3,2.5,ifct_composition,"Kumol Sawul (non vegetarian) main course with Rice, eggs, carrot, beetroot, spicy flavor, North East Indian cuisine"
Luchi,"Maida, vegetable oil",vegetarian,True,main course,mild,East,20.0,30.0,294.4,2.1,0.2,14.4,0.6,ifct_composition,"Luchi (vegetarian) main course with Maida, vegetable oil, mild flavor, East Indian cuisine"
Alu Pitika,"Potatoes, mustard oil, fish, green chillies",non vegetarian,False,main course,spicy,North East,5.0,20.0,295.7,6.8,0.4,7.7,1.6,ifct_composition,"Alu Pitika (non vegetarian) main course with Potatoes, mustard oil, fish, green chillies, spicy flavor, North East Indian cuisine"
Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,False,main course,spicy,North East,15.0,25.0,92.8,3.1,0.3,0.6,0.7,ifct_composition,"Masor tenga (non vegetarian) main course with Ridge gourd, fish, lemon, tomatoes, mustard oil, spicy flavor, North East Indian cuisine"
Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",vegetarian,True,main course,mild,North East,,,117.0,2.5,0.5,1.6,4.5,ifct_composition,"Bengena Pitika (vegetarian) main course with Brinjal, onions, salt, sesame seeds, coriander, mild flavor, North East Indian cuisine"
Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",non vegetarian,False,main course,mild,North East,10.0,20.0,95.1,2.3,0.2,1.9,0.5,ifct_composition,"Bilahi Maas (non vegetarian) main course with Potatoes, garam masala, tomatoes, mustard oil, bay leaf, mild flavor, North East Indian cuisine"
Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,False,main course,mild,North East,,,579.5,4.5,7.5,12.1,3.1,ifct_composition,"Black rice (non vegetarian) main course with Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder, mild flavor, North East Indian cuisine"
Bora Sawul,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",vegetarian,True,main course,spicy,North East,,,945.7,12.7,1.1,34.3,8.2,ifct_composition,"Bora Sawul (vegetarian) main course with Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds, spicy flavor, North East Indian cuisine"
Brown Rice,"Brown rice, soy sauce, olive oil",vegetarian,True,main course,mild,any,15.0,25.0,514.2,8.1,4.2,11.5,4.8,ifct_composition,"Brown Rice (vegetarian) main course with Brown rice, soy sauce, olive oil, mild flavor, any Indian cuisine"
Chingri malai curry,"Coconut milk, lobster, fresh green chilli, ginger, red onion",non vegetarian,False,main course,spicy,East,10.0,40.0,945.0,10.5,13.3,12.0,8.8,ifct_composition,"Chingri malai curry (non vegetarian) main course with Coconut milk, lobster, fresh green chilli, ginger, red onion, spicy flavor, East Indian cuisine"
Goja,"Baking soda, clarified butter, oil, all purpose flour",vegetarian,False,dessert,sweet,East,20.0,60.0,294.4,2.1,0.2,14.4,0.6,ifct_composition,"Goja (vegetarian) dessert with Baking soda, clarified butter, oil, all purpose flour, sweet flavor, East Indian cuisine"
Hando Guri,"Jaggery, raisins",vegetarian,True,dessert,sweet,North East,,,1379.5,2.2,0.2,73.6,2.0,ifct_composition,"Hando Guri (vegetarian) dessert with Jaggery, raisins, sweet flavor, North East Indian cuisine"
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,False,main course,spicy,North East,20.0,40.0,588.7,8.2,3.5,16.9,7.1,ifct_composition,"Haq Maas (non vegetarian) main course with Lamb, garam masala powder, curd, turmeric, bay leaf, spicy flavor, North East Indian cuisine"
Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",non vegetarian,False,main course,mild,East,15.0,30.0,935.8,10.6,14.0,11.1,5.8,ifct_composition,"Chingri Bhape (non vegetarian) main course with Coconut, prawns, curd, mustard seed, green chili, mild flavor, East Indian cuisine"
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",non vegetarian,False,main course,spicy,East,,,466.0,10.2,1.7,10.1,5.3,ifct_composition,"Kabiraji (non vegetarian) main course with Fish fillet, besan, lemon, mint, ginger, spicy flavor, East Indian cuisine"
Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",vegetarian,True,main course,spicy,North East,,,244.1,3.6,0.3,7.4,2.2,ifct_composition,"Khorisa (vegetarian) main course with Fermented bamboo shoot, potato, ginger, green, mustard oil, spicy flavor, North East Indian cuisine"
Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,False,main course,spicy,North East,,,258.5,3.4,0.3,8.1,1.7,ifct_composition,"Koldil Chicken (non vegetarian) main course with Banana flower, chicken, green chili, mustard oil, lemon juice, spicy flavor, North East Indian cuisine"
Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",non vegetarian,False,main course,spicy,North East,,,62.3,2.4,0.2,0.2,0.3,ifct_composition,"Konir Dom (non vegetarian) main course with Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick, spicy flavor, North East Indian cuisine"
Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",non vegetarian,False,main course,spicy,North East,,,474.3,4.3,1.0,18.3,3.0,ifct_composition,"Koldil Duck (non vegetarian) main course with Rice flour, mutton, banana, gram flour, olive oil, baking powder, spicy flavor, North East Indian cuisine"
Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",non vegetarian,False,main course,spicy,North East,,,232.6,4.4,0.9,6.1,3.2,ifct_composition,"Masor Koni (non vegetarian) main course with Fish roe, pumpkin flowers, mustard oil, turmeric, tomato, spicy flavor, North East Indian cuisine"
Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",vegetarian,True,main course,sweet,East,10.0,30.0,616.3,4.0,0.4,25.3,5.2,ifct_composition,"Mishti Chholar Dal (vegetarian) main course with Chana dal, fresh coconut, ginger, cinnamon, raisins, sweet flavor, East Indian cuisine"
Pakhala,"Curd, cooked rice, curry leaves, dry chilli",vegetarian,False,main course,mild,East,,,862.2,7.2,2.6,35.4,8.4,ifct_composition,"Pakhala (vegetarian) main course with Curd, cooked rice, curry leaves, dry chilli, mild flavor, East Indian cuisine"
Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",vegetarian,True,main course,mild,North East,10.0,20.0,1406.0,13.1,2.1,60.2,9.5,ifct_composition,"Pani Pitha (vegetarian) main course with Tea leaves, white sesame seeds, dry coconut, soaked rice, mild flavor, North East Indian cuisine"
Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",vegetarian,False,dessert,sweet,North East,,,877.3,6.0,1.3,36.5,9.4,ifct_composition,"Payokh (vegetarian) dessert with Basmati rice, rose water, sugar, clarified butter, cardamom pods, sweet flavor, North East Indian cuisine"
Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",non vegetarian,False,main course,spicy,East,15.0,50.0,932.2,7.5,13.8,15.4,8.6,ifct_composition,"Prawn malai curry (non vegetarian) main course with Coconut milk, prawns, garlic, turmeric, sugar, spicy flavor, East Indian cuisine"
Red Rice,"Red pepper, red onion, butter, watercress, olive oil",vegetarian,False,main course,mild,any,,,417.3,6.6,0.6,13.4,5.5,ifct_composition,"Red Rice (vegetarian) main course with Red pepper, red onion, butter, watercress, olive oil, mild flavor, any Indian cuisine"
Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",vegetarian,True,main course,spicy,East,10.0,20.0,422.8,6.0,0.5,12.8,4.5,ifct_composition,"Shukto (vegetarian) main course with Green beans, bitter gourd, ridge gourd, banana, brinjal, spicy flavor, East Indian cuisine"
Til Pitha,"Glutinous rice, black sesame seeds, gur",vegetarian,True,dessert,sweet,North East,5.0,30.0,1466.7,11.5,2.8,63.5,6.8,ifct_composition,"Til Pitha (vegetarian) dessert with Glutinous rice, black sesame seeds, gur, sweet flavor, North East Indian cuisine"
Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",vegetarian,False,dessert,sweet,West,20.0,60.0,1549.0,10.3,24.4,26.2,6.2,ifct_composition,"Bebinca (vegetarian) dessert with Coconut milk, egg yolks, clarified butter, all purpose flour, sweet flavor, West Indian cuisine"
Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",vegetarian,False,dessert,sweet,North,,,1658.7,11.8,15.7,48.6,8.7,ifct_composition,"Shufta (vegetarian) dessert with Cottage cheese, dry dates, dried rose petals, pistachio, badam, sweet flavor, North Indian cuisine"
Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",vegetarian,False,dessert,sweet,Central,20.0,45.0,1106.3,7.6,3.7,46.1,5.0,ifct_composition,"Mawa Bati (vegetarian) dessert with Milk powder, dry fruits, arrowroot powder, all purpose flour, sweet flavor, Central Indian cuisine"
Pinaca,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",vegetarian,True,dessert,sweet,West,,,1455.0,9.3,18.9,32.2,8.9,ifct_composition,"Pinaca (vegetarian) dessert with Brown rice, fennel seeds, grated coconut, black pepper, ginger powder, sweet flavor, West Indian cuisine"
