exercise_id,name,body_part,equipment,level,type,desc,text
ex_1724,30 Back Straight-Arm Bar Pull-Down,Middle Back,Cable,Intermediate,Strength,30 Back Straight-Arm Bar Pull-Down is a intermediate-level strength exercise targeting middle back.,30 Back Straight-Arm Bar Pull-Down targeting Middle Back using Cable at Intermediate level. 30 Back Straight-Arm Bar Pull-Down is a intermediate-level strength exercise targeting middle back.
ex_1725,30 Back Straight-Arm Rope Pull-Down,Middle Back,Cable,Intermediate,Strength,30 Back Straight-Arm Rope Pull-Down is a intermediate-level strength exercise targeting middle back.,30 Back Straight-Arm Rope Pull-Down targeting Middle Back using Cable at Intermediate level. 30 Back Straight-Arm Rope Pull-Down is a intermediate-level strength exercise targeting middle back.
ex_1726,30 Back Wide-Grip Behind-The-Head Pull-Down,Middle Back,Cable,Intermediate,Strength,30 Back Wide-Grip Behind-The-Head Pull-Down is a intermediate-level strength exercise targeting middle back.,30 Back Wide-Grip Behind-The-Head Pull-Down targeting Middle Back using Cable at Intermediate level. 30 Back Wide-Grip Behind-The-Head Pull-Down is a intermediate-level strength exercise targeting middle back.
ex_1727,30 Back Wide-Grip Pull-Down,Middle Back,Cable,Intermediate,Strength,30 Back Wide-Grip Pull-Down is a intermediate-level strength exercise targeting middle back.,30 Back Wide-Grip Pull-Down targeting Middle Back using Cable at Intermediate level. 30 Back Wide-Grip Pull-Down is a intermediate-level strength exercise targeting middle back.
ex_1728,30 back Wide-Grip Seated Cable Row,Middle Back,Cable,Intermediate,Strength,30 back Wide-Grip Seated Cable Row is a intermediate-level strength exercise targeting middle back.,30 back Wide-Grip Seated Cable Row targeting Middle Back using Cable at Intermediate level. 30 back Wide-Grip Seated Cable Row is a intermediate-level strength exercise targeting middle back.
ex_1729,Rower,Middle Back,Machine,Intermediate,Cardio,"The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.","Rower targeting Middle Back using Machine at Intermediate level. The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work."
ex_1730,Seated Cable Rows,Middle Back,Cable,Intermediate,Strength,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.","Seated Cable Rows targeting Middle Back using Cable at Intermediate level. The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts."
ex_1731,Smith machine bent-over row,Middle Back,Machine,Intermediate,Strength,"The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.","Smith machine bent-over row targeting Middle Back using Machine at Intermediate level. The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout."
ex_1732,Leverage High Row,Middle Back,Machine,Beginner,Strength,The machine high row is an exercise targeting the lats and works the back overall.,Leverage High Row targeting Middle Back using Machine at Beginner level. The machine high row is an exercise targeting the lats and works the back overall.
ex_1733,Machine Low Row,Middle Back,Machine,Intermediate,Strength,The machine low row is an exercise targeting the back muscles.,Machine Low Row targeting Middle Back using Machine at Intermediate level. The machine low row is an exercise targeting the back muscles.
ex_1734,Standing lat pull-down,Middle Back,Machine,Intermediate,Strength,"The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits.","Standing lat pull-down targeting Middle Back using Machine at Intermediate level. The standing lat pull-down is a variation of the lat pull-down performed standing next to a cable stack rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body. If you are too tall to perform this movement, a kneeling lat pull-down provides all of the same benefits."
ex_1735,30 Back Machine Seated Row,Middle Back,Machine,Intermediate,Strength,30 Back Machine Seated Row is a intermediate-level strength exercise targeting middle back.,30 Back Machine Seated Row targeting Middle Back using Machine at Intermediate level. 30 Back Machine Seated Row is a intermediate-level strength exercise targeting middle back.
ex_1736,30 Back Smith Machine Push-Up,Middle Back,Machine,Intermediate,Strength,30 Back Smith Machine Push-Up is a intermediate-level strength exercise targeting middle back.,30 Back Smith Machine Push-Up targeting Middle Back using Machine at Intermediate level. 30 Back Smith Machine Push-Up is a intermediate-level strength exercise targeting middle back.
ex_1737,Mixed Grip Chin,Middle Back,Body Only,Intermediate,Strength,Mixed Grip Chin is a intermediate-level strength exercise targeting middle back.,Mixed Grip Chin targeting Middle Back using Body Only at Intermediate level. Mixed Grip Chin is a intermediate-level strength exercise targeting middle back.
ex_1738,Rhomboids SMR,Middle Back,Body Only,Intermediate,Stretching,"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.","Rhomboids SMR targeting Middle Back using Body Only at Intermediate level. Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats."
ex_1739,Spinal Stretch,Middle Back,Body Only,Intermediate,Stretching,Spinal Stretch is a intermediate-level stretching exercise targeting middle back.,Spinal Stretch targeting Middle Back using Body Only at Intermediate level. Spinal Stretch is a intermediate-level stretching exercise targeting middle back.
ex_1740,Upper Back Stretch,Middle Back,Body Only,Intermediate,Stretching,Upper Back Stretch is a intermediate-level stretching exercise targeting middle back.,Upper Back Stretch targeting Middle Back using Body Only at Intermediate level. Upper Back Stretch is a intermediate-level stretching exercise targeting middle back.
ex_1741,Middle Back Stretch,Middle Back,Body Only,Intermediate,Stretching,Middle Back Stretch is a intermediate-level stretching exercise targeting middle back.,Middle Back Stretch targeting Middle Back using Body Only at Intermediate level. Middle Back Stretch is a intermediate-level stretching exercise targeting middle back.
ex_1742,TBS Pull-Up,Middle Back,Body Only,Intermediate,Strength,TBS Pull-Up is a intermediate-level strength exercise targeting middle back.,TBS Pull-Up targeting Middle Back using Body Only at Intermediate level. TBS Pull-Up is a intermediate-level strength exercise targeting middle back.
ex_1743,HM Angel Stretch,Middle Back,Body Only,Intermediate,Strength,HM Angel Stretch is a intermediate-level strength exercise targeting middle back.,HM Angel Stretch targeting Middle Back using Body Only at Intermediate level. HM Angel Stretch is a intermediate-level strength exercise targeting middle back.
ex_1744,UNS Foam Roll Upper Back,Middle Back,Body Only,Intermediate,Strength,UNS Foam Roll Upper Back is a intermediate-level strength exercise targeting middle back.,UNS Foam Roll Upper Back targeting Middle Back using Body Only at Intermediate level. UNS Foam Roll Upper Back is a intermediate-level strength exercise targeting middle back.
ex_1745,30 Back Neutral-Grip Pull-Down,Middle Back,Body Only,Intermediate,Strength,30 Back Neutral-Grip Pull-Down is a intermediate-level strength exercise targeting middle back.,30 Back Neutral-Grip Pull-Down targeting Middle Back using Body Only at Intermediate level. 30 Back Neutral-Grip Pull-Down is a intermediate-level strength exercise targeting middle back.
ex_1746,30 Back Pull-Up,Middle Back,Body Only,Intermediate,Strength,30 Back Pull-Up is a intermediate-level strength exercise targeting middle back.,30 Back Pull-Up targeting Middle Back using Body Only at Intermediate level. 30 Back Pull-Up is a intermediate-level strength exercise targeting middle back.
ex_1747,30 Back Reverse-Grip Pull-Up,Middle Back,Body Only,Intermediate,Strength,30 Back Reverse-Grip Pull-Up is a intermediate-level strength exercise targeting middle back.,30 Back Reverse-Grip Pull-Up targeting Middle Back using Body Only at Intermediate level. 30 Back Reverse-Grip Pull-Up is a intermediate-level strength exercise targeting middle back.
ex_1748,ACFT Medicine ball overhead power throw,Middle Back,Medicine Ball,Intermediate,Strength,"The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.","ACFT Medicine ball overhead power throw targeting Middle Back using Medicine Ball at Intermediate level. The medicine ball overhead power throw is an explosive exercise targeting the abdominals and hips. This specific exercise is part of the new Army Combat Fitness Test or ACFT. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement."
ex_1749,Upright Row - With Bands,Traps,Bands,Beginner,Strength,Upright Row - With Bands is a beginner-level strength exercise targeting traps.,Upright Row - With Bands targeting Traps using Bands at Beginner level. Upright Row - With Bands is a beginner-level strength exercise targeting traps.
ex_1750,Band seated row,Traps,Bands,Intermediate,Strength,"The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement.","Band seated row targeting Traps using Bands at Intermediate level. The band seated row is a band alternative to the popular cable exercise and trains the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The band row can work well in a variety of rep ranges, requiring a heavier band for muscle-building and strength workouts and a lighter band for weight-loss work and as an accessory movement."
ex_1751,Barbell shrug,Traps,Barbell,Intermediate,Strength,"The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.","Barbell shrug targeting Traps using Barbell at Intermediate level. The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set."
ex_1752,Barbell behind-the-back shrug,Traps,Barbell,Intermediate,Strength,"The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.","Barbell behind-the-back shrug targeting Traps using Barbell at Intermediate level. The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set."
ex_1753,Clean Shrug,Traps,Barbell,Beginner,Olympic Weightlifting,Clean Shrug is a beginner-level olympic weightlifting exercise targeting traps.,Clean Shrug targeting Traps using Barbell at Beginner level. Clean Shrug is a beginner-level olympic weightlifting exercise targeting traps.
ex_1754,Snatch Shrug,Traps,Barbell,Beginner,Olympic Weightlifting,Snatch Shrug is a beginner-level olympic weightlifting exercise targeting traps.,Snatch Shrug targeting Traps using Barbell at Beginner level. Snatch Shrug is a beginner-level olympic weightlifting exercise targeting traps.
ex_1755,Single-arm inverted row,Traps,Barbell,Intermediate,Strength,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row.","Single-arm inverted row targeting Traps using Barbell at Intermediate level. The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row."
ex_1756,Kettlebell sumo deadlift high pull,Traps,Kettlebells,Intermediate,Strength,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.","Kettlebell sumo deadlift high pull targeting Traps using Kettlebells at Intermediate level. The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps."
ex_1757,Standing dumbbell shrug,Traps,Dumbbell,Intermediate,Strength,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.","Standing dumbbell shrug targeting Traps using Dumbbell at Intermediate level. The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training."
ex_1758,Standing dumbbell upright row,Traps,Dumbbell,Intermediate,Strength,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.","Standing dumbbell upright row targeting Traps using Dumbbell at Intermediate level. The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more."
ex_1759,Dumbbell pull-over,Traps,Dumbbell,Intermediate,Strength,"The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso.","Dumbbell pull-over targeting Traps using Dumbbell at Intermediate level. The dumbbell pull-over is a popular muscle and strength-building exercise that targets the muscles of the chest, upper back, lats, and the serratus anterior. It was a favorite of old-school bodybuilders, who believed high-rep pull-overs helped build a V-taper shape in the torso."
ex_1760,Standing Dumbbell Shrug - Gethin Variation,Traps,Dumbbell,Intermediate,Strength,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.","Standing Dumbbell Shrug - Gethin Variation targeting Traps using Dumbbell at Intermediate level. The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training."
ex_1761,Single-arm dumbbell row,Traps,Dumbbell,Intermediate,Strength,"The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout.","Single-arm dumbbell row targeting Traps using Dumbbell at Intermediate level. The single-arm dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. It is most often performed for moderate to high reps, such as 8-12 reps per arm or more, as part of a muscle-building upper-body or back-focused portion of a workout."
ex_1762,Lying Face Down Plate Neck Resistance,Neck,Other,Beginner,Strength,Lying Face Down Plate Neck Resistance is a beginner-level strength exercise targeting neck.,Lying Face Down Plate Neck Resistance targeting Neck using Other at Beginner level. Lying Face Down Plate Neck Resistance is a beginner-level strength exercise targeting neck.
ex_1763,Lying Face Up Plate Neck Resistance,Neck,Other,Beginner,Strength,Lying Face Up Plate Neck Resistance is a beginner-level strength exercise targeting neck.,Lying Face Up Plate Neck Resistance targeting Neck using Other at Beginner level. Lying Face Up Plate Neck Resistance is a beginner-level strength exercise targeting neck.
ex_1764,Seated Head Harness Neck Resistance,Neck,Other,Beginner,Strength,Seated Head Harness Neck Resistance is a beginner-level strength exercise targeting neck.,Seated Head Harness Neck Resistance targeting Neck using Other at Beginner level. Seated Head Harness Neck Resistance is a beginner-level strength exercise targeting neck.
ex_1765,Cable straight-bar upright row,Traps,Cable,Intermediate,Strength,"The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.","Cable straight-bar upright row targeting Traps using Cable at Intermediate level. The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
ex_1766,Cable shrug,Traps,Cable,Intermediate,Strength,"The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.","Cable shrug targeting Traps using Cable at Intermediate level. The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets."
ex_1767,Smith machine shrug,Traps,Machine,Intermediate,Strength,"The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.","Smith machine shrug targeting Traps using Machine at Intermediate level. The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
ex_1768,Leverage Shrug,Traps,Machine,Intermediate,Strength,Leverage Shrug is a intermediate-level strength exercise targeting traps.,Leverage Shrug targeting Traps using Machine at Intermediate level. Leverage Shrug is a intermediate-level strength exercise targeting traps.
ex_1769,Calf-Machine Shoulder Shrug,Traps,Machine,Beginner,Strength,Calf-Machine Shoulder Shrug is a beginner-level strength exercise targeting traps.,Calf-Machine Shoulder Shrug targeting Traps using Machine at Beginner level. Calf-Machine Shoulder Shrug is a beginner-level strength exercise targeting traps.
ex_1770,Smith machine behind-the-back shrug,Traps,Machine,Intermediate,Strength,"The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.","Smith machine behind-the-back shrug targeting Traps using Machine at Intermediate level. The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
ex_1771,Smith machine upright row,Traps,Machine,Intermediate,Strength,"The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.","Smith machine upright row targeting Traps using Machine at Intermediate level. The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
ex_1772,Machine low row-,Traps,Machine,Intermediate,Strength,"The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.","Machine low row- targeting Traps using Machine at Intermediate level. The machine low row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout."
ex_1773,Machine Shrug - Gethin Variation,Traps,Machine,Intermediate,Strength,Machine Shrug - Gethin Variation is a intermediate-level strength exercise targeting traps.,Machine Shrug - Gethin Variation targeting Traps using Machine at Intermediate level. Machine Shrug - Gethin Variation is a intermediate-level strength exercise targeting traps.
ex_1774,Smith machine single-arm shrug,Traps,Machine,Intermediate,Strength,"The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.","Smith machine single-arm shrug targeting Traps using Machine at Intermediate level. The Smith machine single-arm shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training."
ex_1775,Isometric Neck Exercise - Sides,Neck,Body Only,Beginner,Strength,Isometric Neck Exercise - Sides is a beginner-level strength exercise targeting neck.,Isometric Neck Exercise - Sides targeting Neck using Body Only at Beginner level. Isometric Neck Exercise - Sides is a beginner-level strength exercise targeting neck.
ex_1776,Isometric Neck Exercise - Front And Back,Neck,Body Only,Beginner,Strength,Isometric Neck Exercise - Front And Back is a beginner-level strength exercise targeting neck.,Isometric Neck Exercise - Front And Back targeting Neck using Body Only at Beginner level. Isometric Neck Exercise - Front And Back is a beginner-level strength exercise targeting neck.
ex_1777,Neck Bridge Prone,Neck,Body Only,Beginner,Strength,Neck Bridge Prone is a beginner-level strength exercise targeting neck.,Neck Bridge Prone targeting Neck using Body Only at Beginner level. Neck Bridge Prone is a beginner-level strength exercise targeting neck.
ex_1778,Side Neck Stretch,Neck,Body Only,Intermediate,Stretching,Side Neck Stretch is a intermediate-level stretching exercise targeting neck.,Side Neck Stretch targeting Neck using Body Only at Intermediate level. Side Neck Stretch is a intermediate-level stretching exercise targeting neck.
ex_1779,Neck-SMR,Neck,Body Only,Intermediate,Stretching,Neck-SMR is a intermediate-level stretching exercise targeting neck.,Neck-SMR targeting Neck using Body Only at Intermediate level. Neck-SMR is a intermediate-level stretching exercise targeting neck.
ex_1780,Scapular Pull-Up,Traps,Other,Beginner,Strength,Scapular Pull-Up is a beginner-level strength exercise targeting traps.,Scapular Pull-Up targeting Traps using Other at Beginner level. Scapular Pull-Up is a beginner-level strength exercise targeting traps.
ex_1781,Single-leg depth squat,Quadriceps,Bands,Intermediate,Strength,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control.","Single-leg depth squat targeting Quadriceps using Bands at Intermediate level. The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control."
ex_1782,Squats - With Bands,Quadriceps,Bands,Beginner,Strength,Squats - With Bands is a beginner-level strength exercise targeting quadriceps.,Squats - With Bands targeting Quadriceps using Bands at Beginner level. Squats - With Bands is a beginner-level strength exercise targeting quadriceps.
ex_1783,Hip Flexion with Band,Quadriceps,Bands,Beginner,Strength,Hip Flexion with Band is a beginner-level strength exercise targeting quadriceps.,Hip Flexion with Band targeting Quadriceps using Bands at Beginner level. Hip Flexion with Band is a beginner-level strength exercise targeting quadriceps.
ex_1784,Forward Band Walk,Quadriceps,Bands,Beginner,Strength,Forward Band Walk is a beginner-level strength exercise targeting quadriceps.,Forward Band Walk targeting Quadriceps using Bands at Beginner level. Forward Band Walk is a beginner-level strength exercise targeting quadriceps.
ex_1785,Boss Everline Resistance-Band Pull Sprint,Quadriceps,Bands,Intermediate,Strength,Boss Everline Resistance-Band Pull Sprint is a intermediate-level strength exercise targeting quadriceps.,Boss Everline Resistance-Band Pull Sprint targeting Quadriceps using Bands at Intermediate level. Boss Everline Resistance-Band Pull Sprint is a intermediate-level strength exercise targeting quadriceps.
ex_1786,Banded jump squat,Quadriceps,Bands,Intermediate,Strength,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.","Banded jump squat targeting Quadriceps using Bands at Intermediate level. The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat."
ex_1787,Speed Box Squat,Quadriceps,Bands,Intermediate,Powerlifting,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel.","Speed Box Squat targeting Quadriceps using Bands at Intermediate level. The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel."
ex_1788,HM Banded Squat Toe Tap,Quadriceps,Bands,Intermediate,Strength,HM Banded Squat Toe Tap is a intermediate-level strength exercise targeting quadriceps.,HM Banded Squat Toe Tap targeting Quadriceps using Bands at Intermediate level. HM Banded Squat Toe Tap is a intermediate-level strength exercise targeting quadriceps.
ex_1789,UP Band Abducted Squat,Quadriceps,Bands,Intermediate,Strength,UP Band Abducted Squat is a intermediate-level strength exercise targeting quadriceps.,UP Band Abducted Squat targeting Quadriceps using Bands at Intermediate level. UP Band Abducted Squat is a intermediate-level strength exercise targeting quadriceps.
ex_1790,FYR2 Lateral Band Walk,Quadriceps,Bands,Intermediate,Strength,FYR2 Lateral Band Walk is a intermediate-level strength exercise targeting quadriceps.,FYR2 Lateral Band Walk targeting Quadriceps using Bands at Intermediate level. FYR2 Lateral Band Walk is a intermediate-level strength exercise targeting quadriceps.
ex_1791,FYR2 Banded Squat Hold-Pulse-Jump Complex,Quadriceps,Bands,Intermediate,Strength,FYR2 Banded Squat Hold-Pulse-Jump Complex is a intermediate-level strength exercise targeting quadriceps.,FYR2 Banded Squat Hold-Pulse-Jump Complex targeting Quadriceps using Bands at Intermediate level. FYR2 Banded Squat Hold-Pulse-Jump Complex is a intermediate-level strength exercise targeting quadriceps.
ex_1792,Band split squat,Quadriceps,Bands,Intermediate,Strength,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads.","Band split squat targeting Quadriceps using Bands at Intermediate level. The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads."
ex_1793,Band front squat,Quadriceps,Bands,Intermediate,Strength,"The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.","Band front squat targeting Quadriceps using Bands at Intermediate level. The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance."
